Title,Authors,Abstract,URL
PET studies of the uptake of (S)- and (R)-[11C]nicotine in the human brain: difficulties in visualizing specific receptor binding in vivo,"H Nybäck, C Halldin, A Ahlin, M Curvall, L Eriksson","(S)- and (R)-[11C]nicotine were synthesized by methylation of (S)- and (R)-nornicotine using [11C]methyl iodide. Following their intravenous injection in tracer doses to smoking and nonsmoking healthy males the radioactivity in arterial blood showed a sharp peak at about 1 min followed by a plateau level for the remaining 50 min of recording. Uptake in the brain, as measured by positron emission tomography (PET), was rapid with a peak at 5 min followed by a steady decline towards the end of the measurement. The regional distribution of radioactivity followed essentially the distribution of gray matter with high uptake in the cortex, the thalamus and the basal ganglia and low uptake in the pons, cerebellum and white matter. Levels of the labelled natural enantiomer, (S)-[11C]nicotine, were higher than those of the synthetic enantiomer, (R)-[11C]nicotine, particularly in the smokers. The time-activity curves of (S)-[11C]nicotine uptake were not changed by co-administration of 1.0 mg of unlabelled nicotine with the labelled nicotine. Similarly administration of unlabelled nicotine at the peak of radioactivity, 6 min following (S)-[11C]nicotine, had no effect on the time-activity curves. Thus essential criteria for visualizing receptor binding with the PET technique could not be fulfilled. Calculation of kinetic constants using a two-compartment model gave values indicating that the brain uptake of [11C]nicotine is mainly determined by the cerebral blood flow, extraction of the tracer over the blood-brain barrier and unspecific binding. Thus 11C-labelled nicotine does not seem to be a suitable tracer for PET studies of nicotinic cholinergic receptors in the human brain.",https://pubmed.ncbi.nlm.nih.gov/7862909/
Preclinical PET Studies of [11C]UCB-J Binding in Minipig Brain,"Majken Borup Thomsen, Anna Christina Schacht, Aage Kristian Olsen Alstrup, Jan Jacobsen, Thea Pinholt Lillethorup, Simone Larsen Bærentzen, Ove Noer, Dariusz Orlowski, Betina Elfving, Heidi Kaastrup Müller, David J Brooks, Anne M Landau","Purpose: Loss of neuronal synapse function is associated with a number of brain disorders. The [11C]UCB-J positron emission tomography (PET) tracer allows for in vivo examination of synaptic density, as it binds to synaptic vesicle glycoprotein 2A (SV2A) expressed in presynaptic terminals. Here, we characterise [11C]UCB-J imaging in Göttingen minipigs.

Procedures: Using PET imaging, we examined tracer specificity and compared kinetic models. We explored the use of a standard blood curve and centrum semiovale white matter as a reference region. We compared in vivo [11C]UCB-J PET imaging to in vitro autoradiography, Western blotting and real-time quantitative polymerase chain reaction.

Results: The uptake kinetics of [11C]UCB-J could be described using a 1-tissue compartment model and blocking of SV2A availability with levetiracetam showed dose-dependent specific binding. Population-based blood curves resulted in reliable [11C]UCB-J binding estimates, while it was not possible to use centrum semiovale white matter as a non-specific reference region. Brain [11C]UCB-J PET signals correlated well with [3H]UCB-J autoradiography and SV2A protein levels.

Conclusions: [11C]UCB-J PET is a valid in vivo marker of synaptic density in the minipig brain, with binding values close to those reported for humans. Minipig models of disease could be valuable for investigating the efficacy of putative neuroprotective agents for preserving synaptic function in future non-invasive, longitudinal studies.",https://pubmed.ncbi.nlm.nih.gov/32514885/
Direct comparison of [(18) F]MH.MZ and [(18) F] altanserin for 5-HT2A receptor imaging with PET,"Hanne D Hansen, Anders Ettrup, Matthias M Herth, Agnete Dyssegaard, Cecilia Ratner, Nic Gillings, Gitte M Knudsen","Imaging the cerebral serotonin 2A (5-HT2A ) receptors with positron emission tomography (PET) has been carried out in humans with [(11) C]MDL 100907 and [(18) F]altanserin. Recently, the MDL 100907 analogue [(18) F]MH.MZ was developed combining the selectivity profile of MDL 100907 and the favourable radiophysical properties of fluorine-18. Here, we present a direct comparison of [(18) F]altanserin and [(18) F]MH.MZ. 5-HT2A receptor binding in pig cortex and cerebellum was investigated by autoradiography with [(3) H]MDL 100907, [(18) F]MH.MZ, and [(18) F]altanserin. [(18) F]MH.MZ and [(18) F]altanserin were investigated in Danish Landrace pigs by brain PET scanning at baseline and after i.v. administration of blocking doses of ketanserin. Full arterial input function and high performance liquid chromatography (HPLC) analysis allowed for tissue-compartment kinetic modeling of PET data. In vitro autoradiography showed high binding in cortical regions with both [(18) F]MH.MZ and [(18) F]altanserin. Significant 5-HT2A receptor binding was also found in the pig cerebellum, thus making this region unsuitable as a reference region for in vivo data analysis in this species. The cortical binding of [(18) F]MH.MZ and [(18) F]altanserin was blocked by ketanserin supporting that both radioligands bind to 5-HT2A receptors in the pig brain. In the HPLC analysis of pig plasma, [(18) F]MH.MZ displayed a fast and reproducible metabolism resulting in hydrophilic radiometabolites only whereas the metabolic profile of [(18) F]altanserin as expected showed lipophilic radiometabolites. Due to the slow kinetics of [(18) F]MH.MZ in high-binding regions in vivo, we suggest that [(18) F]MH.MZ will be an appropriate tracer for low binding regions where kinetics will be faster, whereas [(18) F]altanserin is a suitable tracer for high-binding regions.",https://pubmed.ncbi.nlm.nih.gov/23390031/
Hepatic microcirculation assessed by positron emission tomography of first-pass ammonia metabolism in porcine liver,"Susanne Keiding, Ole Lajord Munk, Hendrik Vilstrup, Dennis Tønner Nielsen, Klaus Roelsgaard, Ludvik Bass","Aims/background: Intrahepatic branching of the hepatic artery (HA) to liver microcirculatory units, the acini, is more heterogeneous than that of the portal vein (PV). Furthermore, part of HA blood enters the sinusoid partially downstream between the in- and outlets. We examined the effects of these vascular variations on porcine hepatic first-pass ammonia metabolism, which is characterised by high uptake and separate periportal urea and perivenous glutamine formations.

Methods: (13)NH(3) was given via the PV, HA or caval vein, followed by 22 min dynamic liver positron emission tomography (PET) recordings in six pigs. Heterogeneity of liver (13)N-metabolism was quantified by the coefficient of variation of tissue (13)N-radioactivity measured 10 min after tracer infusion. Sinusoidal zonal clearances of (13)NH(3) into (13)N-urea and (13)N-glutamine were calculated by kinetic PET modelling.

Results: Liver metabolic heterogeneity was 0.65+/-0.20 (mean+/-SD, n=6) following (13)NH(3)-infusion into HA, 0.34+/-0.17 into PV and 0.10+/-0.02 into the caval vein. Clearance of (13)NH(3) to (13)N-urea was of similar magnitude following (13)NH(3) administration into HA and PV: 0.27+/-0.11 ml/min/g (mean+/-SD) and 0.29+/-0.09 ml/min/g, respectively. Clearances of (13)NH(3) to (13)N-glutamine when (13)NH(3) was given into HA and PV were also similar: 0.47+/-0.18 and 0.50+/-0.13 ml/min/g, respectively.

Conclusions: The present measurements of the hepatic metabolism of (13)NH(3) showed metabolic heterogeneity compatible with variation of the HA supply of the acini. Second, results of PET modelling of the sinusoidal zonation metabolism of (13)NH(3) to (13)N-urea and to (13)N-glutamine did not indicate metabolically important partial downstream arterial entry into the sinusoids.",https://pubmed.ncbi.nlm.nih.gov/15698415/
PET studies of cerebral levodopa metabolism: a review of clinical findings and modeling approaches,"Yoshitaka Kumakura, Paul Cumming","[(18)F]Fluoro-3,4-dihydroxyphenyl-L-alanine (FDOPA) was one of the first successful tracers for molecular imaging by positron emission tomography (PET), and has proven immensely valuable for studies of Parkinson's disease. Following intravenous FDOPA injection, the decarboxylated metabolite [(18)F] fluorodopamine is formed and trapped within terminals of the nigrostriatal dopamine neurons; reduction in the simple ratio between striatum and cerebellum is indicative of nigrostriatal degeneration. However, the kinetic analysis of dynamic FDOPA-PET recordings is formidably complex due to the entry into brain of the plasma metabolite O-methyl-FDOPA and due to the eventual washout of decarboxylated metabolites. Linear graphical analysis relative to a reference tissue input function is popular and convenient for routine clinical studies in which serial arterial blood samples are unavailable. This simplified approach has facilitated longitudinal studies in large patient cohorts. Linear graphical analysis relative to the metabolite-corrected arterial FDOPA input yields a more physiological index of FDOPA utilization, the net blood-brain clearance. Using a constrained compartmental model, FDOPA-PET recordings can be used to calculate the relative activity of the enzyme DOPA decarboxylase in living brain. We have extended this approach so as to obtain an index of steady-state trapping of [( 18)F]fluorodopamine in synaptic vesicles. Although simple methods of image analysis are sufficient for the purposes of routine clinical studies, the more complex approaches have revealed hidden aspects of brain dopamine in personality, healthy aging, and in the pathophysiologies of Parkinson's disease and schizophrenia.",https://pubmed.ncbi.nlm.nih.gov/19793723/
Is there an optimal scan time for 6-[F-18]fluoro-L-DOPA PET in pheochromocytomas and paragangliomas?,"Michael Hentschel, Christof Rottenburger, Carsten C Boedeker, Hartmut P H Neumann, Ingo Brink","Purpose: To define the appropriate scan time for fluorine-18-labeled dihydroxyphenylalanine (F-18 DOPA) PET in oncological imaging of pheochromocytomas and paragangliomas.

Materials and methods: F-18 DOPA PET examinations were performed in 9 patients with 7 pheochromocytomas and 4 head and neck paragangliomas using a dedicated PET scanner. The acquisition started with a dynamic single-bed scan in the tumor region over the first 60 minutes after tracer injection followed by a late time whole-body scan at approximately 130 minutes. Standard uptake values (SUVs) were calculated in tumors, surrounding background, and adjacent normal tissues of relevance. Furthermore, kinetic analysis was performed using a 2-compartment model with rate constants for uptake (K1'), release (k2'), metabolism (k3'), and reverse reaction (k4') for region of interest and pixel-wise analysis.

Results: All tumors show a marked increased F-18 DOPA uptake, which was visually detectable and distinguishable from the surrounding tissue. The SUV is significantly lower in neck paraganglioma compared with abdominal pheochromocytomas. Mean time-activity curves of F-18 DOPA in tumors show a rapid uptake of the tracer. Already 2 minutes after the injection, the activity in the tumor is beyond that of the blood pool. The average maximum value (SUVmean = 8.2) has already been reached after 20 minutes. Afterward, a very slight decrease of the tumor SUV starts, which still amounts to 80% of the maximum value after 132 minutes. Due to the continuous decrease of activity in the background tissue, the tumor-to-background ratio of SUVs shows a constant increase within the entire period of examination. The mean values of apparent kinetic constants obtained by region of interest analysis averaged over all tumors are as follows: K1' = 2.89 ± 2.56 min(-1), k2' = 2.59 ± 2.81 min(-1), k3' = 0.301 ± 0.395 min(-1), and k4' = 0.044 ± 0.043 min(-1).

Conclusions: Pheochromocytoma and paraganglioma take up F-18 DOPA very quickly. At best, the acquisition for static clinical PET imaging of paraganglioma with F-18 DOPA can start at 20 minutes postinjection for maximum uptake in tumors. Separation of tumor, background, and adjacent normal tissues is feasible due to their differences in SUV values and kinetics. The kinetic analysis demonstrates an F-18 DOPA accumulation within the tumor due to considerable differences between the rate constants of uptake and metabolism. Second, in contradiction to healthy brain, paraganglionic tumors show a reversible F-18 DOPA metabolism.",https://pubmed.ncbi.nlm.nih.gov/22228360/
Can nitrogen-13 ammonia kinetic modeling define myocardial viability independent of fluorine-18 fluorodeoxyglucose?,"R S Beanlands, R deKemp, A Scheffel, C Nahmias, E S Garnett, G Coates, H L Johansen, E Fallen","Objectives: The hypothesis of this study was that evaluation of myocardial flow and metabolism using nitrogen-13 (N-13) ammonia kinetic modeling with dynamic positron emission tomographic (PET) imaging could identify regions of myocardial scar and viable myocardium as defined by fluorine-18 fluorodeoxyglucose (F-18 FDG) PET.

Background: Uptake of most perfusion tracers depends on both perfusion and metabolic retention in tissue. This characteristic has limited their ability to differentiate myocardial scar from viable tissue. The kinetic modeling of N-13 ammonia permits quantification of blood flow and separation of the metabolic component of its uptake, which may permit differentiation of scar from viable tissue.

Methods: Sixteen patients, > 3 months after myocardial infarction, underwent dynamic N-13 ammonia and F-18 FDG PET imaging. Regions of reduced and normal perfusion were defined on static N-13 ammonia images. Patients were classified into two groups (group I [ischemic viable], n = 6; group II [scar], n = 10) on the basis of percent of maximal F-18 FDG uptake in hypoperfused segments. Nitrogen-13 ammonia kinetic modeling was applied to dynamic PET data, and rate constants were determined. Flow was defined by K1; volume of distribution (VD = K1/k2) of N-13 ammonia was used as an indirect indication of metabolic retention.

Results: Fluorine-18 FDG uptake was reduced in patients with scar compared with normal patients with ischemic viable zones (ischemic viable 93 +/- 27% [mean +/- SD]; scar 37 +/- 16%, p < or = 0.01). Using N-13 ammonia kinetic modeling, flow and VD were reduced in the hypoperfused regions of patients with scar (ischemic viable flow: 0.65 +/- 0.20 ml/min per g, scar: 0.36 +/- 0.16 ml/min per g, p < or = 0.01; VD: 3.9 +/- 1.3 and 2.0 +/- 1.07 ml/g, respectively, p < or = 0.01). For detection of viable myocardium in these patients, the sensitivity and specificity were 100% and 80% for N-13 ammonia PET flow > 0.45 ml/min per g; 100% and 70% for VD > 2.0 ml/g; and 100% and 90% for both flow > 0.45 ml/min per g and VD > 2.0 ml/g, respectively. The positive and negative predictive values for the latter approach were 86% and 100%, respectively.

Conclusions: In this cohort, patients having regions with flow < or = 0.45 ml/min per g or VD < or = 2.0 ml/g had scar. Viable myocardium had both flow > 0.45 ml/min per g and VD > 2.0 ml/g. Nitrogen-13 ammonia kinetic modeling permits determination of blood flow and metabolic integrity in patients with previous myocardial infarction and can help differentiate between scar and ischemic but viable myocardium.",https://pubmed.ncbi.nlm.nih.gov/9060890/
EMATA: a toolbox for the automatic extraction and modeling of arterial inputs for tracer kinetic analysis in [18F]FDG brain studies,"Mattia De Francisci, Erica Silvestri, Andrea Bettinelli, Tommaso Volpi, Manu S Goyal, Andrei G Vlassenko, Diego Cecchin, Alessandra Bertoldo","Purpose: PET imaging is a pivotal tool for biomarker research aimed at personalized medicine. Leveraging the quantitative nature of PET requires knowledge of plasma radiotracer concentration. Typically, the arterial input function (AIF) is obtained through arterial cannulation, an invasive and technically demanding procedure. A less invasive alternative, especially for [18F]FDG, is the image-derived input function (IDIF), which, however, often requires correction for partial volume effect (PVE), usually performed via venous blood samples. The aim of this paper is to present EMATA: Extraction and Modeling of Arterial inputs for Tracer kinetic Analysis, an open-source MATLAB toolbox. EMATA automates IDIF extraction from [18F]FDG brain PET images and additionally includes a PVE correction procedure that does not require any blood sampling.

Methods: To assess the toolbox generalizability and present example outputs, EMATA was applied to brain [18F]FDG dynamic data of 80 subjects, extracted from two distinct datasets (40 healthy controls, 40 glioma patients). Additionally, to compare with the reference standard, quantification using both IDIF and AIF was carried out on a third open-access dataset of 18 healthy individuals.

Results: EMATA consistently performs IDIF extraction across all datasets, despite differences in scanners and acquisition protocols. Remarkably high agreement is observed when comparing Patlak's Kibetween IDIF and AIF (R2: 0.98 ± 0.02).

Conclusion: EMATA proved adaptability to different datasets characteristics and the ability to provide arterial input functions that can be used for reliable PET quantitative analysis.",https://pubmed.ncbi.nlm.nih.gov/39715888/
Translational imaging of the fibroblast activation protein (FAP) using the new ligand [68Ga]Ga-OncoFAP-DOTAGA,"P Backhaus, F Gierse, M C Burg, F Büther, I Asmus, P Dorten, J Cufe, W Roll, D Neri, S Cazzamalli, J Millul, J Mock, A Galbiati, A Zana, K P Schäfers, S Hermann, M Weckesser, J Tio, S Wagner, H-J Breyholz, M Schäfers","Purpose: The fibroblast activation protein (FAP) is an emerging target for molecular imaging and therapy in cancer. OncoFAP is a novel small organic ligand for FAP with very high affinity. In this translational study, we establish [68Ga]Ga-OncoFAP-DOTAGA (68Ga-OncoFAP) radiolabeling, benchmark its properties in preclinical imaging, and evaluate its application in clinical PET scanning.

Methods: 68Ga-OncoFAP was synthesized in a cassette-based fully automated labeling module. Lipophilicity, affinity, and serum stability of68Ga-OncoFAP were assessed by determining logD7.4, IC50values, and radiochemical purity.68Ga-OncoFAP tumor uptake and imaging properties were assessed in preclinical dynamic PET/MRI in murine subcutaneous tumor models. Finally, biodistribution and uptake in a variety of tumor types were analyzed in 12 patients based on individual clinical indications that received 163 ± 50 MBq68Ga-OncoFAP combined with PET/CT and PET/MRI.

Results: 68Ga-OncoFAP radiosynthesis was accomplished with high radiochemical yields. Affinity for FAP, lipophilicity, and stability of68Ga-OncoFAP measured are ideally suited for PET imaging. PET and gamma counting-based biodistribution demonstrated beneficial tracer kinetics and high uptake in murine FAP-expressing tumor models with high tumor-to-blood ratios of 8.6 ± 5.1 at 1 h and 38.1 ± 33.1 at 3 h p.i. Clinical68Ga-OncoFAP-PET/CT and PET/MRI demonstrated favorable biodistribution and kinetics with high and reliable uptake in primary cancers (SUVmax12.3 ± 2.3), lymph nodes (SUVmax9.7 ± 8.3), and distant metastases (SUVmaxup to 20.0).

Conclusion: Favorable radiochemical properties, rapid clearance from organs and soft tissues, and intense tumor uptake validate68Ga-OncoFAP as a powerful alternative to currently available FAP tracers.",https://pubmed.ncbi.nlm.nih.gov/34957527/
Impact of Mechanical Ventilation and Anesthesia on PET Tracer Kinetics for Combined PET/fMRI Studies in Rats,"Yan Ma, Laura Kuebler, Sabrina Haas, Andreas Maurer, Kristina Herfert","Purpose: Positron Emission Tomography (PET), a crucial tool in molecular brain imaging, has evolved into a hybrid system through integration with functional MRI (fMRI). This advancement facilitates the simultaneous recording of molecular and functional data in animal models, offering insights into neuroreceptor and neurotransmitter dynamics and their effects on brain function. While mechanical ventilation is often used in small animal fMRI to stabilize physiological blood gas levels, its effects on PET tracer kinetics remain underexplored.

Procedures: This study examines the kinetics of [11C]raclopride, a dopamine-sensitive PET tracer targeting D2/D3 receptors, under various respiratory conditions and anesthesia protocols frequently used in small animal fMRI and PET.

Results: Results indicate significant variations in tracer kinetics: increased peak levels, a shorter time to peak, and a faster tracer equilibrium in standard uptake value ratio were observed in spontaneously breathing animals versus those under mechanical ventilation. The anesthesia type also strongly influenced the tracer kinetics: α-chloralose anesthesia reduced brain uptake, whereas isoflurane led to a more rapid equilibrium.

Conclusions: These findings underscore the profound impact of mechanical ventilation and anesthesia selection on PET tracer kinetics in hybrid PET/fMRI studies. The study highlights that those protocols established for fMRI are not directly transferable to PET imaging in small animals, emphasizing the necessity for a careful investigation of the influence of anesthesia and ventilation techniques on tracer kinetics.",https://pubmed.ncbi.nlm.nih.gov/40369384/
Discovery and evaluation of a novel 18F-labeled vasopressin 1a receptor PET ligand with peripheral binding specificity,"Junqi Hu, Yinlong Li, Chenchen Dong, Huiyi Wei, Kai Liao, Junjie Wei, Chunyu Zhao, Ahmad Chaudhary, Jiahui Chen, Hao Xu, Ke Zhong, Steven H Liang, Lu Wang, Weijian Ye","The arginine-vasopressin (AVP) hormone plays a pivotal role in regulating various physiological processes, such as hormone secretion, cardiovascular modulation, and social behavior. Recent studies have highlighted the V1a receptor as a promising therapeutic target. In-depth insights into V1a receptor-related pathologies, attained throughin vivoimaging and quantification in both peripheral organs and the central nervous system (CNS), could significantly advance the development of effective V1a inhibitors. To address this need, we develop a novel V1a-targeted positron emission tomography (PET) ligand, [18F]V1A-2303 ([18F]8), which demonstrates favorablein vitrobinding affinity and selectivity for the V1a receptor. Specific tracer binding in peripheral tissues was also confirmed through rigorous cell uptake studies, autoradiography, biodistribution assessments. Furthermore, [18F]8was employed in PET imaging and arterial blood sampling studies in healthy rhesus monkeys to assess its brain permeability and specificity, whole-body distribution, and kinetic properties. Our research indicated [18F]8as a valuable tool for noninvasively studying V1a receptors in peripheral organs, and as a foundational element for the development of next-generation, brain-penetrant ligands specifically designed for the CNS.",https://pubmed.ncbi.nlm.nih.gov/39309503/
Quantification of myocardial uptake rate constants in dynamic small-animal SPECT using a cardiac phantom,"Lindsay C Johnson, Marie A Guerraty, Stephen C Moore, Scott D Metzler","Myocardial blood flow and myocardial blood flow reserve (MBFR) measurements are often used clinically to quantify coronary microvascular function. Developing imaging-based methods to measure MBFR for research in mice would be advantageous for evaluating new treatment methods for coronary microvascular disease (CMVD), yet this is more challenging in mice than in humans. This work investigates microSPECT's quantitative capabilities of cardiac imaging by utilizing a multi-part cardiac phantom and applying a known kinetic model to synthesize kinetic data from static data, allowing for assessment of kinetic modeling accuracy. The phantom was designed with four main components: two left-ventricular (LV) myocardial sections and two LV blood-pool sections, sized for end-systole (ES) and end-diastole (ED). Each section of the phantom was imaged separately while acquiring list-mode data. These static, separate-compartment data were manipulated into synthetic dynamic data using a kinetic model representing the myocardium and blood-pool activity concentrations over time and then combined into a set of dynamic image frames and reconstructed. Regions of interest were drawn on the resulting images, and kinetic parameters were estimated. This process was performed for three tracer uptake values (K1), three myocardial wall thicknesses, ten filter parameters, and 20 iterations for 25 noise ensembles. The degree of filtering and iteration number were optimized to minimize the root mean-squared error (RMSE) of K1values, with the largest number of iterations and minimal filtering yielding the lowest error. Using the optimized parameters, K1was determined with reasonable error (~3% RMSE) over all wall thicknesses and K1input values. This work demonstrates that accurate and precise measurements of K1are possible for the U-SPECT+ system used in this study, for several different uptake rates and LV dimensions. Additionally, it allows for future investigation utilizing other imaging systems, including PET studies with any radiotracer, as well as with additional phantom parts containing lesions.",https://pubmed.ncbi.nlm.nih.gov/30721887/
Correlation of the Ga-68-bombesin analog Ga-68-BZH3 with receptors expression in gliomas as measured by quantitative dynamic positron emission tomography (dPET) and gene arrays,"Ludwig G Strauss, Dirk Koczan, Marcel Seiz, Jochen Tuettenberg, Kirsten Schmieder, Leyun Pan, Caixia Cheng, Antonia Dimitrakopoulou-Strauss","Purpose: The kinetics of Ga-68-BZH3, a Ga-68-bombesin analog, was compared to molecular biological data obtained from gene arrays in seven patients with a recurrent glioma. The primary aim of this study was the correlation of receptor expression and tracer kinetics.

Procedures: Dynamic positron emission tomography studies were performed and the data were analyzed by a volume-of-interest technique using a two-tissue compartment model as well as a non-compartment model. Gene array data were obtained from gene array analysis of tumor tissue samples.

Results: The correlation analysis revealed a significant nonlinear correlation of r = 0.89 (p < 0.03) for k1 and BB(2) (gastrin-releasing peptide receptor). BB(1) and BB(3) were not significantly correlated with k1. vb and k3 were not significantly correlated with the expression data of the receptors on the p < 0.05 level.

Conclusions: The parameter k1 is correlated with the expression of BB(2) based on gene array data. The quantitative analysis of the Ga-68-BZH3 kinetics can be used to predict the receptor expression of BB(2) in gliomas based on k1 of the compartment analysis. However, this study is limited to the expression data on the mRNA level and further studies are needed to assess the correlation of gene expression on the protein level.",https://pubmed.ncbi.nlm.nih.gov/21744169/
Automated Quantitative Image-Derived Input Function for the Estimation of Cerebral Blood Flow Using Oxygen-15-Labelled Water on a Long-Axial Field-of-View PET/CT Scanner,"Thomas Lund Andersen, Flemming Littrup Andersen, Bryan Haddock, Sverre Rosenbaum, Henrik Bo Wiberg Larsson, Ian Law, Ulrich Lindberg","The accurate estimation of the tracer arterial blood concentration is crucial for reliable quantitative kinetic analysis in PET. In the current work, we demonstrate the automatic extraction of an image-derived input function (IDIF) from a CT AI-based aorta segmentation subsequently resliced to a dynamic PET series acquired on a Siemens Vision Quadra long-axial field of view scanner in 10 human subjects scanned with [15O]H2O. We demonstrate that the extracted IDIF is quantitative and in excellent agreement with a delay- and dispersion-corrected sampled arterial input function (AIF). Perfusion maps in the brain are calculated and compared from the IDIF and AIF, respectively, showed a high degree of correlation. The results demonstrate the possibility of defining a quantitatively correct IDIF compared with AIFs from the new-generation high-sensitivity and high-time-resolution long-axial field-of-view PET/CT scanners.",https://pubmed.ncbi.nlm.nih.gov/39125466/
Untreated primary lung and breast cancers: correlation between F-18 FDG kinetic rate constants and findings of in vitro studies,"T Torizuka, K R Zasadny, B Recker, R L Wahl","Purpose: To compare kinetic modeling of 2-[fluorine-18]fluoro-2-deoxy-D-glucose (F-18 FDG) between untreated primary lung and untreated primary breast cancers by using positron emission tomographic (PET) findings and to correlate these findings with findings of in vitro studies.

Materials and methods: Nineteen patients (12 men, seven women; age range, 49-82 years) with untreated primary lung cancer and 17 women with untreated primary breast cancer (age range, 26-65 years) underwent 1-hour dynamic F-18 FDG PET. A three-compartment model was applied to F-18 FDG kinetics in tumors. The standard uptake value normalized for lean body mass (SUVlean) in tumors was measured 50-60 minutes after tracer injection. In vitro, thin-layer chromatography was performed to evaluate the intracellular phosphorylation of tritiated F-18 FDG in human lung cancer and breast cancer cell lines.

Results: At PET, lung cancer had a significantly (P < .003) higher rate constant for F-18 FDG phosphorylation (k3) and SUVlean than did breast cancer (0.164 +/- 0.150 [standard deviation] vs 0.043 +/- 0.018 and 8.25 +/- 3.28 vs 3.17 +/- 1.08, respectively). Breast cancer showed a significant correlation between k3 and SUVlean (r = .607, P < .01), although no such correlation was observed in lung cancer. In vitro studies showed phosphorylation of F-18 FDG in breast cancer cells was less complete in hyperglycemia than it was in lung cancer cells.

Conclusion: A much lower k3 appears to be a rate-limiting factor for F-18 FDG accumulation in breast cancer, while the higher k3 in lung cancer is probably not rate limiting for F-18 FDG accumulation.",https://pubmed.ncbi.nlm.nih.gov/9609902/
Kinetic analysis of central [76Br]bromolisuride binding to dopamine D2 receptors studied by PET,"J Delforge, C Loc'h, P Hantraye, O Stulzaft, M Khalili-Varasteh, M Mazière, A Syrota, B Mazière","The in vivo kinetic analysis of dopamine D2 receptors was obtained in baboon brain using positron emission tomography (PET) and [76Br]bromolisuride [( 76Br]BLIS) as radioligand. An injection of a trace amount of [76Br]BLIS was followed 3 h later by an injection of a mixture of [76Br]BLIS and BLIS in the same syringe (coinjection experiment). A third injection performed at 6 h was either an excess of unlabeled ligand (displacement experiment) or a second coinjection. This protocol allowed us to evaluate in the striatum of each animal and after a single experiment the quantity of available receptors (B'max) and the kinetic parameters including the association and dissociation rate constants (k + 1VR and k-1, respectively, where VR is the volume of reaction). The cerebellum data were fitted using a model without specific binding. All the parameters were estimated using nonlinear mathematical models of the ligand-receptor interactions including or not including nonspecific binding. The plasma time-concentration curve was used as an input function after correction for the metabolites. An estimate of standard errors was obtained for each PET study and for each identified parameter using the covariance matrix. The average values of B'max and KdVR were 73 +/- 11 pmol/ml tissue and 1.9 +/- 0.9 pmol/ml, respectively. The nonspecific binding was identifiable in the experiment where the last injection corresponded to a second coinjection. We found that approximately 6% of the striatal binding was nonspecific after a tracer injection of [76Br]BLIS. The nonspecific binding appeared to be reversible in the striatum but irreversible in the cerebellum.",https://pubmed.ncbi.nlm.nih.gov/1834685/
Gaussian process models of dynamic PET for functional volume definition in radiation oncology,"Tony Shepherd, Rikard Owenius","In routine oncologic positron emission tomography (PET), dynamic information is discarded by time-averaging the signal to produce static images of the ""standardised uptake value"" (SUV). Defining functional volumes of interest (VOIs) in terms of SUV is flawed, as values are affected by confounding factors and the chosen time window, and SUV images are not sensitive to functional heterogeneity of pathological tissues. Also, SUV iso-contours are highly affected by the choice of threshold and no threshold, or other SUV-based segmentation method, is universally accepted for a given VOI type. Gaussian Process (GP) time series models describe macro-scale dynamic behavior arising from countless interacting micro-scale processes, as is the case for PET signals from heterogeneous tissue. We use GPs to model time-activity curves (TACs) from dynamic PET and to define functional volumes for PET oncology. Probabilistic methods of tissue discrimination are presented along with novel contouring methods for functional VOI segmentation. We demonstrate the value of GP models for voxel classification and VOI contouring of diseased and metastatic tissues with functional heterogeneity in prostate PET. Classification experiments reveal superior sensitivity and specificity over SUV calculation and a TAC-based method proposed in recent literature. Contouring experiments reveal differences in shape between gold-standard and GP VOIs and correlation with kinetic models shows that the novel VOIs contain extra clinically relevant information compared to SUVs alone. We conclude that the proposed models offer a principled data analysis technique that improves on SUVs for oncologic VOI definition. Continuing research will generalize GP models for different oncology tracers and imaging protocols with the ultimate goal of clinical use including treatment planning.",https://pubmed.ncbi.nlm.nih.gov/22498690/
Sampling requirements for dynamic cardiac PET studies using image-derived input functions,"R R Raylman, J M Caraher, G D Hutchins","The utilization of image-derived input functions is becoming common in quantitative PET studies of the heart. Consequently, imaging protocols must be designed to sample both blood and tissue concentrations adequately. Most clinical imaging protocols consist of a series of short initial scans to measure the rapid change in blood and tissue tracer concentration levels, followed by scans of gradually increasing length. The number of initial short scans must be matched to the shape of the input function. In this paper, noise-free simulation studies were performed to evaluate the effect of temporal sampling on estimates of the parameters of a two-compartment kinetic model. In addition, the consequences of varying tracer infusion length and timing were studied. The kinetic model parameters' bias decreased when infusion times were lengthened or sampling rates increased. Our results indicated that tracer infusions of 30 sec were best suited for these studies. Two currently employed clinical imaging protocols were then optimized for use with this infusion scheme. Ten initial scans with durations of 10 sec, or twenty of 5 sec length produced unbiased estimates of kinetic model parameters that describe myocardial physiology. Noisy simulations with the equivalent of one million events confirmed these results.",https://pubmed.ncbi.nlm.nih.gov/8441036/
